"Time (s) Run #1","Position (m) Run #1","Velocity (m/s) Run #1","Acceleration (m/s²) Run #1"
0.000,-6.0631E-4,,
0.020,-9.7010E-4,-0.015,
0.040,-0.0012,-0.015,0.025
0.060,-0.0016,-0.014,0.059
0.080,-0.0018,-0.013,0.101
0.100,-0.0021,-0.010,0.135
0.120,-0.0023,-0.007,0.143
0.140,-0.0023,-0.004,0.118
0.160,-0.0024,-0.002,0.084
0.180,-0.0024,-0.001,0.059
0.200,-0.0024,0.000,0.051
0.220,-0.0024,0.001,0.042
0.240,-0.0024,0.002,0.017
0.260,-0.0023,0.002,-0.017
0.280,-0.0023,0.001,-0.034
0.300,-0.0023,0.000,-0.025
0.320,-0.0023,0.000,-0.008
0.340,-0.0023,0.000,0.000
0.360,-0.0023,0.000,0.000
0.380,-0.0023,0.000,-0.008
0.400,-0.0023,0.000,-0.025
0.420,-0.0023,-0.001,-0.042
0.440,-0.0023,-0.002,-0.051
0.460,-0.0024,-0.003,-0.042
0.480,-0.0024,-0.004,-0.017
0.500,-0.0025,-0.004,0.034
0.520,-0.0027,-0.003,0.084
0.540,-0.0027,0.000,0.093
0.560,-0.0027,0.002,0.051
0.580,-0.0025,0.002,8.674E-17
0.600,-0.0025,0.001,-2.711E-17
0.620,-0.0025,0.001,0.059
0.640,-0.0025,0.003,0.152
0.660,-0.0024,0.007,0.244
0.680,-0.0023,0.013,0.312
0.700,-0.0019,0.020,0.337
0.720,-0.0015,0.027,0.328
0.740,-8.4884E-4,0.033,0.320
0.760,-1.2126E-4,0.039,0.328
0.780,7.2757E-4,0.046,0.337
0.800,0.0017,0.054,0.328
0.820,0.0029,0.060,0.320
0.840,0.0041,0.066,0.328
0.860,0.0055,0.073,0.337
0.880,0.0070,0.080,0.328
0.900,0.0087,0.086,0.320
0.920,0.0104,0.092,0.328
0.940,0.0124,0.099,0.337
0.960,0.0144,0.106,0.320
0.980,0.0166,0.112,0.286
1.000,0.0189,0.117,0.269
1.020,0.0213,0.122,0.295
1.040,0.0238,0.128,0.345
1.060,0.0264,0.136,0.371
1.080,0.0292,0.145,0.354
1.100,0.0323,0.151,0.320
1.120,0.0353,0.157,0.312
1.140,0.0384,0.163,0.328
1.160,0.0418,0.170,0.345
1.180,0.0452,0.177,0.345
1.200,0.0489,0.184,0.320
1.220,0.0526,0.190,0.303
1.240,0.0565,0.195,0.312
1.260,0.0604,0.202,0.328
1.280,0.0645,0.209,0.320
1.300,0.0689,0.215,0.295
1.320,0.0731,0.220,0.295
1.340,0.0776,0.226,0.320
1.360,0.0822,0.233,0.345
1.380,0.0869,0.241,0.354
1.400,0.0918,0.248,0.345
1.420,0.0969,0.255,0.328
1.440,0.1020,0.261,0.312
1.460,0.1073,0.267,0.295
1.480,0.1127,0.273,0.286
1.500,0.1182,0.278,0.286
1.520,0.1238,0.284,0.303
1.540,0.1295,0.290,0.328
1.560,0.1354,0.297,0.345
1.580,0.1414,0.304,0.354
1.600,0.1476,0.311,0.345
1.620,0.1539,0.318,0.320
1.640,0.1603,0.324,0.295
1.660,0.1669,0.329,0.286
1.680,0.1735,0.335,0.295
1.700,0.1802,0.342,0.303
1.720,0.1872,0.348,0.303
1.740,0.1941,0.354,0.312
1.760,0.2013,0.360,0.312
1.780,0.2086,0.367,0.295
1.800,0.2160,0.372,0.269
1.820,0.2235,0.377,0.261
1.840,0.2310,0.382,0.286
1.860,0.2388,0.388,0.320
1.880,0.2465,0.395,0.345
1.900,0.2545,0.402,0.337
1.920,0.2627,0.409,0.303
1.940,0.2709,0.414,0.278
1.960,0.2793,0.419,0.278
1.980,0.2876,0.425,0.286
2.000,0.2962,0.431,0.269
2.020,0.3050,0.437,0.244
2.040,0.3137,0.441,0.244
2.060,0.3226,0.446,0.278
2.080,0.3315,0.452,0.320
2.100,0.3406,0.459,0.337
2.120,0.3498,0.466,0.320
2.140,0.3593,0.472,0.278
2.160,0.3688,0.477,0.244
2.180,0.3783,0.481,0.244
2.200,0.3880,0.486,0.269
2.220,0.3977,0.492,0.286
2.240,0.4077,0.498,0.261
2.260,0.4177,0.503,0.219
2.280,0.4278,0.506,0.211
2.300,0.4380,0.510,0.253
2.320,0.4482,0.516,0.312
2.340,0.4586,0.523,0.328
2.360,0.4692,0.531,0.295
2.380,0.4798,0.536,0.244
2.400,0.4906,0.540,0.219
2.420,0.5014,0.544,0.227
2.440,0.5123,0.549,0.236
2.460,0.5234,0.554,0.236
2.480,0.5345,0.558,0.244
2.500,0.5457,0.563,0.269
2.520,0.5570,0.569,0.286
2.540,0.5685,0.575,0.269
2.560,0.5800,0.580,0.244
2.580,0.5916,0.584,0.227
2.600,0.6034,0.589,0.219
2.620,0.6152,0.593,0.219
2.640,0.6272,0.597,0.227
2.660,0.6391,0.602,0.253
2.680,0.6512,0.607,0.269
2.700,0.6634,0.613,0.269
2.720,0.6757,0.618,0.253
2.740,0.6882,0.623,0.219
2.760,0.7007,0.628,0.185
2.780,0.7133,0.631,0.168
2.800,0.7259,0.634,0.194
2.820,0.7386,0.638,0.244
2.840,0.7513,0.644,0.269
2.860,0.7643,0.650,0.236
2.880,0.7774,0.654,0.168
2.900,0.7905,0.656,0.126
2.920,0.8036,0.658,0.135
2.940,0.8168,0.661,0.177
2.960,0.8300,0.665,0.227
2.980,0.8434,0.670,0.261
3.000,0.8568,0.676,0.244
3.020,0.8704,0.681,0.168
3.040,0.8841,0.683,0.093
3.060,0.8978,0.683,0.076
3.080,0.9114,0.685,0.118
3.100,0.9251,0.688,0.160
3.120,0.9391,0.692,0.168
3.140,0.9528,0.695,0.160
3.160,0.9668,0.698,0.135
3.180,0.9808,0.701,0.109
3.200,0.9948,0.702,0.093
3.220,1.0089,0.704,0.101
3.240,1.0230,0.706,0.135
3.260,1.0372,0.709,0.168
3.280,1.0513,0.713,0.185
3.300,1.0657,0.717,0.160
3.320,1.0801,0.720,0.109
3.340,1.0945,0.722,0.076
3.360,1.1089,0.723,0.084
3.380,1.1234,0.725,0.126
3.400,1.1379,0.728,0.160
3.420,1.1525,0.732,0.160
3.440,1.1671,0.735,0.135
3.460,1.1819,0.737,0.118
3.480,1.1966,0.739,0.135
3.500,1.2114,0.742,0.185
3.520,1.2263,0.746,1.416E-13
3.540,1.2412,0.752,-1.836
3.560,1.2563,0.729,-6.248
3.580,1.2717,0.539,-11.326
3.600,1.2833,0.209,-13.061
3.620,1.2788,-0.088,-9.642
3.640,1.2742,-0.212,-4.177
3.660,1.2702,-0.197,-0.463
3.680,1.2665,-0.183,0.615
3.700,1.2629,-0.173,0.531
3.720,1.2596,-0.163,0.463
3.740,1.2564,-0.154,0.396
3.760,1.2535,-0.147,0.328
3.780,1.2506,-0.141,0.303
3.800,1.2478,-0.135,0.303
3.820,1.2451,-0.128,0.286
3.840,1.2427,-0.123,0.244
3.860,1.2403,-0.119,0.227
3.880,1.2378,-0.115,0.244
3.900,1.2357,-0.109,0.244
3.920,1.2335,-0.104,0.211
3.940,1.2315,-0.101,0.177
3.960,1.2295,-0.098,0.194
3.980,1.2275,-0.094,0.236
4.000,1.2257,-0.088,0.244
4.020,1.2240,-0.083,0.211
4.040,1.2224,-0.080,0.177
4.060,1.2209,-0.077,0.177
4.080,1.2193,-0.073,0.185
4.100,1.2180,-0.069,0.177
4.120,1.2166,-0.066,0.168
4.140,1.2153,-0.063,0.177
4.160,1.2141,-0.059,0.185
4.180,1.2130,-0.055,0.177
4.200,1.2119,-0.052,0.160
4.220,1.2109,-0.049,0.152
4.240,1.2100,-0.045,0.152
4.260,1.2091,-0.042,0.152
4.280,1.2083,-0.039,
4.300,1.2075,-0.036,
4.320,1.2068,,
